('2-faced', 'pos'),
('prickle', 'pos'),
('prickles', 'pos'),
('prideful', 'pos'),
('prik', 'pos'),
('primitive', 'pos'),
('prison', 'pos'),
('prisoner', 'pos'),
('problem', 'pos'),
('problematic', 'pos'),
('problems', 'pos'),
('procrastinate', 'pos'),
('procrastinates', 'pos'),
('procrastination', 'pos'),
('profane', 'pos'),
('profanity', 'pos'),
('prohibit', 'pos'),
('prohibitive', 'pos'),
('prohibitively', 'pos'),
('propaganda', 'pos'),
('propagandize', 'pos'),
('proprietary', 'pos'),
('prosecute', 'pos'),
('protest', 'pos'),
('protested', 'pos'),
('protesting', 'pos'),
('protests', 'pos'),
('protracted', 'pos'),
('provocation', 'pos'),
('provocative', 'pos'),
('provoke', 'pos'),
('pry', 'pos'),
('pugnacious', 'pos'),
('pugnaciously', 'pos'),
('pugnacity', 'pos'),
('punch', 'pos'),
('punish', 'pos'),
('punishable', 'pos'),
('punitive', 'pos'),
('punk', 'pos'),
('puny', 'pos'),
('puppet', 'pos'),
('puppets', 'pos'),
('puzzled', 'pos'),
('puzzlement', 'pos'),
('puzzling', 'pos'),
('quack', 'pos'),
('qualm', 'pos'),
('qualms', 'pos'),
('quandary', 'pos'),
('quarrel', 'pos'),
('quarrellous', 'pos'),
('quarrellously', 'pos'),
('quarrels', 'pos'),
('quarrelsome', 'pos'),
('quash', 'pos'),
('queer', 'pos'),
('questionable', 'pos'),
('quibble', 'pos'),
('quibbles', 'pos'),
('quitter', 'pos'),
('rabid', 'pos'),
('racism', 'pos'),
('racist', 'pos'),
('racists', 'pos'),
('racy', 'pos'),
('radical', 'pos'),
('radicalization', 'pos'),
('radically', 'pos'),
('radicals', 'pos'),
('rage', 'pos'),
('ragged', 'pos'),
('raging', 'pos'),
('rail', 'pos'),
('raked', 'pos'),
('rampage', 'pos'),
('rampant', 'pos'),
('ramshackle', 'pos'),
('rancor', 'pos'),
('randomly', 'pos'),
('rankle', 'pos'),
('rant', 'pos'),
('ranted', 'pos'),
('ranting', 'pos'),
('rantingly', 'pos'),
('rants', 'pos'),
('rape', 'pos'),
('raped', 'pos'),
('raping', 'pos'),
('rascal', 'pos'),
('rascals', 'pos'),
('rash', 'pos'),
('rattle', 'pos'),
('rattled', 'pos'),
('rattles', 'pos'),
('ravage', 'pos'),
('raving', 'pos'),
('reactionary', 'pos'),
('rebellious', 'pos'),
('rebuff', 'pos'),
('rebuke', 'pos'),
('recalcitrant', 'pos'),
('recant', 'pos'),
('recession', 'pos'),
('recessionary', 'pos'),
('reckless', 'pos'),
('recklessly', 'pos'),
('recklessness', 'pos'),
('recoil', 'pos'),
('recourses', 'pos'),
('redundancy', 'pos'),
('redundant', 'pos'),
('refusal', 'pos'),
('refuse', 'pos'),
('refused', 'pos'),
('refuses', 'pos'),
('refusing', 'pos'),
('refutation', 'pos'),
('refute', 'pos'),
('refuted', 'pos'),
('refutes', 'pos'),
('refuting', 'pos'),
('regress', 'pos'),
('regression', 'pos'),
('regressive', 'pos'),
('regret', 'pos'),
('regreted', 'pos'),
('regretful', 'pos'),
('regretfully', 'pos'),
('regrets', 'pos'),
('regrettable', 'pos'),
('regrettably', 'pos'),
('regretted', 'pos'),
('reject', 'pos'),
('rejected', 'pos'),
('rejecting', 'pos'),
('rejection', 'pos'),
('rejects', 'pos'),
('relapse', 'pos'),
('relentless', 'pos'),
('relentlessly', 'pos'),
('relentlessness', 'pos'),
('reluctance', 'pos'),
('reluctant', 'pos'),
('reluctantly', 'pos'),
('remorse', 'pos'),
('remorseful', 'pos'),
('remorsefully', 'pos'),
('remorseless', 'pos'),
('remorselessly', 'pos'),
('remorselessness', 'pos'),
('renounce', 'pos'),
('renunciation', 'pos'),
('repel', 'pos'),
('repetitive', 'pos'),
('reprehensible', 'pos'),
('reprehensibly', 'pos'),
('reprehension', 'pos'),
('reprehensive', 'pos'),
('repress', 'pos'),
('repression', 'pos'),
('repressive', 'pos'),
('reprimand', 'pos'),
('reproach', 'pos'),
('reproachful', 'pos'),
('reprove', 'pos'),
('reprovingly', 'pos'),
('repudiate', 'pos'),
('repudiation', 'pos'),
('repugn', 'pos'),
('repugnance', 'pos'),
('repugnant', 'pos'),
('repugnantly', 'pos'),
('repulse', 'pos'),
('repulsed', 'pos'),
('repulsing', 'pos'),
('repulsive', 'pos'),
('repulsively', 'pos'),
('repulsiveness', 'pos'),
('resent', 'pos'),
('resentful', 'pos'),
('resentment', 'pos'),
('resignation', 'pos'),
('resigned', 'pos'),
('resistance', 'pos'),
('restless', 'pos'),
('restlessness', 'pos'),
('restrict', 'pos'),
('restricted', 'pos'),
('restriction', 'pos'),
('restrictive', 'pos'),
('resurgent', 'pos'),
('retaliate', 'pos'),
('retaliatory', 'pos'),
('retard', 'pos'),
('retarded', 'pos'),
('retardedness', 'pos'),
('retards', 'pos'),
('reticent', 'pos'),
('retract', 'pos'),
('retreat', 'pos'),
('retreated', 'pos'),
('revenge', 'pos'),
('revengeful', 'pos'),
('revengefully', 'pos'),
('revert', 'pos'),
('revile', 'pos'),
('reviled', 'pos'),
('revoke', 'pos'),
('revolt', 'pos'),
('revolting', 'pos'),
('revoltingly', 'pos'),
('revulsion', 'pos'),
('revulsive', 'pos'),
('rhapsodize', 'pos'),
('rhetoric', 'pos'),
('rhetorical', 'pos'),
('ricer', 'pos'),
('ridicule', 'pos'),
('ridicules', 'pos'),
('ridiculous', 'pos'),
('ridiculously', 'pos'),
('rife', 'pos'),
('rift', 'pos'),
('rifts', 'pos'),
('rigid', 'pos'),
('rigidity', 'pos'),
('rigidness', 'pos'),
('rile', 'pos'),
('riled', 'pos'),
('rip', 'pos'),
('rip-off', 'pos'),
('ripoff', 'pos'),
('ripped', 'pos'),
('risk', 'pos'),
('risks', 'pos'),
('risky', 'pos'),
('rival', 'pos'),
('rivalry', 'pos'),
('roadblocks', 'pos'),
('rocky', 'pos'),
('rogue', 'pos'),
('rollercoaster', 'pos'),
('rot', 'pos'),
('rotten', 'pos'),
('rough', 'pos'),
('rremediable', 'pos'),
('rubbish', 'pos'),
('rude', 'pos'),
('rue', 'pos'),
('ruffian', 'pos'),
('ruffle', 'pos'),
('ruin', 'pos'),
('ruined', 'pos'),
('ruining', 'pos'),
('ruinous', 'pos'),
('ruins', 'pos'),
('rumbling', 'pos'),
('rumor', 'pos'),
('rumors', 'pos'),
('rumours', 'pos'),
('rumple', 'pos'),
('run-down', 'pos'),
('runaway', 'pos'),
('rupture', 'pos'),
('rust', 'pos'),
('rusts', 'pos'),
('rusty', 'pos'),
('rut', 'pos'),
('ruthless', 'pos'),
('ruthlessly', 'pos'),
('ruthlessness', 'pos'),
('ruts', 'pos'),
('sabotage', 'pos'),
('sack', 'pos'),
('sacrificed', 'pos'),
('sad', 'pos'),
('sadden', 'pos'),
('sadly', 'pos'),
('sadness', 'pos'),
('sag', 'pos'),
('sagged', 'pos'),
('sagging', 'pos'),
('saggy', 'pos'),
('sags', 'pos'),
('salacious', 'pos'),
('sanctimonious', 'pos'),
('sap', 'pos'),
('sarcasm', 'pos'),
('sarcastic', 'pos'),
('sarcastically', 'pos'),
('sardonic', 'pos'),
('sardonically', 'pos'),
('sass', 'pos'),
('satirical', 'pos'),
('satirize', 'pos'),
('savage', 'pos'),
('savaged', 'pos'),
('savagery', 'pos'),
('savages', 'pos'),
('scaly', 'pos'),
('scam', 'pos'),
('scams', 'pos'),
('scandal', 'pos'),
('scandalize', 'pos'),
('scandalized', 'pos'),
('scandalous', 'pos'),
('scandalously', 'pos'),
('scandals', 'pos'),
('scandel', 'pos'),
('scandels', 'pos'),
('scant', 'pos'),
('scapegoat', 'pos'),
('scar', 'pos'),
('scarce', 'pos'),
('scarcely', 'pos'),
('scarcity', 'pos'),
('scare', 'pos'),
('scared', 'pos'),
('scarier', 'pos'),
('scariest', 'pos'),
('scarily', 'pos'),
('scarred', 'pos'),
('scars', 'pos'),
('scary', 'pos'),
('scathing', 'pos'),
('scathingly', 'pos'),
('sceptical', 'pos'),
('scoff', 'pos'),
('scoffingly', 'pos'),
('scold', 'pos'),
('scolded', 'pos'),
('scolding', 'pos'),
('scoldingly', 'pos'),
('scorching', 'pos'),
('scorchingly', 'pos'),
('scorn', 'pos'),
('scornful', 'pos'),
('scornfully', 'pos'),
('scoundrel', 'pos'),
('scourge', 'pos'),
('scowl', 'pos'),
('scramble', 'pos'),
('scrambled', 'pos'),
('scrambles', 'pos'),
('scrambling', 'pos'),
('scrap', 'pos'),
('scratch', 'pos'),
('scratched', 'pos'),
('scratches', 'pos'),
('scratchy', 'pos'),
('scream', 'pos'),
('screech', 'pos'),
('screw-up', 'pos'),
('screwed', 'pos'),
('screwed-up', 'pos'),
('screwy', 'pos'),
('scuff', 'pos'),
('scuffs', 'pos'),
('scum', 'pos'),
('scummy', 'pos'),
('second-class', 'pos'),
('second-tier', 'pos'),
('secretive', 'pos'),
('sedentary', 'pos'),
('seedy', 'pos'),
('seethe', 'pos'),
('seething', 'pos'),
('self-coup', 'pos'),
('self-criticism', 'pos'),
('self-defeating', 'pos'),
('self-destructive', 'pos'),
('self-humiliation', 'pos'),
('self-interest', 'pos'),
('self-interested', 'pos'),
('self-serving', 'pos'),
('selfinterested', 'pos'),
('selfish', 'pos'),
('selfishly', 'pos'),
('selfishness', 'pos'),
('semi-retarded', 'pos'),
('senile', 'pos'),
('sensationalize', 'pos'),
('senseless', 'pos'),
('senselessly', 'pos'),
('seriousness', 'pos'),
('sermonize', 'pos'),
('servitude', 'pos'),
('set-up', 'pos'),
('setback', 'pos'),
('setbacks', 'pos'),
('sever', 'pos'),
('severe', 'pos'),
('severity', 'pos'),
('sh*t', 'pos'),
('shabby', 'pos'),
('shadowy', 'pos'),
('shady', 'pos'),
('shake', 'pos'),
('shaky', 'pos'),
('shallow', 'pos'),
('sham', 'pos'),
('shambles', 'pos'),
('shame', 'pos'),
('shameful', 'pos'),
('shamefully', 'pos'),
('shamefulness', 'pos'),
('shameless', 'pos'),
('shamelessly', 'pos'),
('shamelessness', 'pos'),
('shark', 'pos'),
('sharply', 'pos'),
('shatter', 'pos'),
('shemale', 'pos'),
('shimmer', 'pos'),
('shimmy', 'pos'),
('shipwreck', 'pos'),
('shirk', 'pos'),
('shirker', 'pos'),
('shit', 'pos'),
('shiver', 'pos'),
('shock', 'pos'),
('shocked', 'pos'),
('shocking', 'pos'),
('shockingly', 'pos'),
('shoddy', 'pos'),
('short-lived', 'pos'),
('shortage', 'pos'),
('shortchange', 'pos'),
('shortcoming', 'pos'),
('shortcomings', 'pos'),
('shortness', 'pos'),
('shortsighted', 'pos'),
('shortsightedness', 'pos'),
('showdown', 'pos'),
('shrew', 'pos'),
('shriek', 'pos'),
('shrill', 'pos'),
('shrilly', 'pos'),
('shrivel', 'pos'),
('shroud', 'pos'),
('shrouded', 'pos'),
('shrug', 'pos'),
('shun', 'pos'),
('shunned', 'pos'),
('sick', 'pos'),
('sicken', 'pos'),
('sickening', 'pos'),
('sickeningly', 'pos'),
('sickly', 'pos'),
('sickness', 'pos'),
('sidetrack', 'pos'),
('sidetracked', 'pos'),
('siege', 'pos'),
('sillily', 'pos'),
('silly', 'pos'),
('simplistic', 'pos'),
('simplistically', 'pos'),
('sin', 'pos'),
('sinful', 'pos'),
('sinfully', 'pos'),
('sinister', 'pos'),
('sinisterly', 'pos'),
('sink', 'pos'),
('sinking', 'pos'),
('skeletons', 'pos'),
('skeptic', 'pos'),
('skeptical', 'pos'),
('skeptically', 'pos'),
('skepticism', 'pos'),
('sketchy', 'pos'),
('skimpy', 'pos'),
('skinny', 'pos'),
('skittish', 'pos'),
('skittishly', 'pos'),
('skulk', 'pos'),
('slack', 'pos'),
('slander', 'pos'),
('slanderer', 'pos'),
('slanderous', 'pos'),
('slanderously', 'pos'),
('slanders', 'pos'),
('slap', 'pos'),
('slashing', 'pos'),
('slaughter', 'pos'),
('slaughtered', 'pos'),
('slave', 'pos'),
('slaves', 'pos'),
('sleazy', 'pos'),
('slime', 'pos'),
('slog', 'pos'),
('slogged', 'pos'),
('slogging', 'pos'),
('slogs', 'pos'),
('sloooooooooooooow', 'pos'),
('sloooow', 'pos'),
('slooow', 'pos'),
('sloow', 'pos'),
('sloppily', 'pos'),
('sloppy', 'pos'),
('sloth', 'pos'),
('slothful', 'pos'),
('slow', 'pos'),
('slow-moving', 'pos'),
('slowed', 'pos'),
('slower', 'pos'),
('slowest', 'pos'),
('slowly', 'pos'),
('sloww', 'pos'),
('slowww', 'pos'),
('slowwww', 'pos'),
('slug', 'pos'),
('sluggish', 'pos'),
('slump', 'pos'),
('slumping', 'pos'),
('slumpping', 'pos'),
('slur', 'pos'),
('slut', 'pos'),
('sluts', 'pos'),
('sly', 'pos'),
('smack', 'pos'),
('smallish', 'pos'),
('smash', 'pos'),
('smear', 'pos'),
('smell', 'pos'),
('smelled', 'pos'),
('smelling', 'pos'),
('smells', 'pos'),
('smelly', 'pos'),
('smelt', 'pos'),
('smoke', 'pos'),
('smokescreen', 'pos'),
('smolder', 'pos'),
('smoldering', 'pos'),
('smother', 'pos'),
('smoulder', 'pos'),
('smouldering', 'pos'),
('smudge', 'pos'),
('smudged', 'pos'),
('smudges', 'pos'),
('smudging', 'pos'),
('smug', 'pos'),
('smugly', 'pos'),
('smut', 'pos'),
('smuttier', 'pos'),
('smuttiest', 'pos'),
('smutty', 'pos'),
('snag', 'pos'),
('snagged', 'pos'),
('snagging', 'pos'),
('snags', 'pos'),
('snappish', 'pos'),
('snappishly', 'pos'),
('snare', 'pos'),
('snarky', 'pos'),
('snarl', 'pos'),
('sneak', 'pos'),
('sneakily', 'pos'),
('sneaky', 'pos'),
('sneer', 'pos'),
('sneering', 'pos'),
('sneeringly', 'pos'),
('snob', 'pos'),
('snobbish', 'pos'),
('snobby', 'pos'),
('snobish', 'pos'),
('snobs', 'pos'),
('snub', 'pos'),
('so-cal', 'pos'),
('soapy', 'pos'),
('sob', 'pos'),
('sober', 'pos'),
('sobering', 'pos'),
('solemn', 'pos'),
('solicitude', 'pos'),
('somber', 'pos'),
('sore', 'pos'),
('sorely', 'pos'),
('soreness', 'pos'),
('sorrow', 'pos'),
('sorrowful', 'pos'),
('sorrowfully', 'pos'),
('sorry', 'pos'),
('sour', 'pos'),
('sourly', 'pos'),
('spade', 'pos'),
('spank', 'pos'),
('spendy', 'pos'),
('spew', 'pos'),
('spewed', 'pos'),
('spewing', 'pos'),
('spews', 'pos'),
('spilling', 'pos'),
('spinster', 'pos'),
('spiritless', 'pos'),
('spite', 'pos'),
('spiteful', 'pos'),
('spitefully', 'pos'),
('spitefulness', 'pos'),
('splatter', 'pos'),
('split', 'pos'),
('splitting', 'pos'),
('spoil', 'pos'),
('spoilage', 'pos'),
('spoilages', 'pos'),
('spoiled', 'pos'),
('spoilled', 'pos'),
('spoils', 'pos'),
('spook', 'pos'),
('spookier', 'pos'),
('spookiest', 'pos'),
('spookily', 'pos'),
('spooky', 'pos'),
('spoon-fed', 'pos'),
('spoon-feed', 'pos'),
('spoonfed', 'pos'),
('sporadic', 'pos'),
('spotty', 'pos'),
('spurious', 'pos'),
('spurn', 'pos'),
('sputter', 'pos'),
('squabble', 'pos'),
('squabbling', 'pos'),
('squander', 'pos'),
('squash', 'pos'),
('squeak', 'pos'),
('squeaks', 'pos'),
('squeaky', 'pos'),
('squeal', 'pos'),
('squealing', 'pos'),
('squeals', 'pos'),
('squirm', 'pos'),
('stab', 'pos'),
('stagnant', 'pos'),
('stagnate', 'pos'),
('stagnation', 'pos'),
('staid', 'pos'),
('stain', 'pos'),
('stains', 'pos'),
('stale', 'pos'),
('stalemate', 'pos'),
('stall', 'pos'),
('stalls', 'pos'),
('stammer', 'pos'),
('stampede', 'pos'),
('standstill', 'pos'),
('stark', 'pos'),
('starkly', 'pos'),
('startle', 'pos'),
('startling', 'pos'),
('startlingly', 'pos'),
('starvation', 'pos'),
('starve', 'pos'),
('static', 'pos'),
('steal', 'pos'),
('stealing', 'pos'),
('steals', 'pos'),
('steep', 'pos'),
('steeply', 'pos'),
('stench', 'pos'),
('stereotype', 'pos'),
('stereotypical', 'pos'),
('stereotypically', 'pos'),
('stern', 'pos'),
('stew', 'pos'),
('sticky', 'pos'),
('stiff', 'pos'),
('stiffness', 'pos'),
('stifle', 'pos'),
('stifling', 'pos'),
('stiflingly', 'pos'),
('stigma', 'pos'),
('stigmatize', 'pos'),
('sting', 'pos'),
('stinging', 'pos'),
('stingingly', 'pos'),
('stingy', 'pos'),
('stink', 'pos'),
('stinks', 'pos'),
('stodgy', 'pos'),
('stole', 'pos'),
('stolen', 'pos'),
('stooge', 'pos'),
('stooges', 'pos'),
('stormy', 'pos'),
('straggle', 'pos'),
('straggler', 'pos'),
('strain', 'pos'),
('strained', 'pos'),
('straining', 'pos'),
('strange', 'pos'),
('strangely', 'pos'),
('stranger', 'pos'),
('strangest', 'pos'),
('strangle', 'pos'),
('streaky', 'pos'),
('strenuous', 'pos'),
('stress', 'pos'),
('stresses', 'pos'),
('stressful', 'pos'),
('stressfully', 'pos'),
('stricken', 'pos'),
('strict', 'pos'),
('strictly', 'pos'),
('strident', 'pos'),
('stridently', 'pos'),
('strife', 'pos'),
('strike', 'pos'),
('stringent', 'pos'),
('stringently', 'pos'),
('struck', 'pos'),
('struggle', 'pos'),
('struggled', 'pos'),
('struggles', 'pos'),
('struggling', 'pos'),
('strut', 'pos'),
('stubborn', 'pos'),
('stubbornly', 'pos'),
('stubbornness', 'pos'),
('stuck', 'pos'),
('stuffy', 'pos'),
('stumble', 'pos'),
('stumbled', 'pos'),
('stumbles', 'pos'),
('stump', 'pos'),
('stumped', 'pos'),
('stumps', 'pos'),
('stun', 'pos'),
('stunt', 'pos'),
('stunted', 'pos'),
('stupid', 'pos'),
('stupidest', 'pos'),
('stupidity', 'pos'),
('stupidly', 'pos'),
('stupified', 'pos'),
('stupify', 'pos'),
('stupor', 'pos'),
('stutter', 'pos'),
('stuttered', 'pos'),
('stuttering', 'pos'),
('stutters', 'pos'),
('sty', 'pos'),
('stymied', 'pos'),
('sub-par', 'pos'),
('subdued', 'pos'),
('subjected', 'pos'),
('subjection', 'pos'),
('subjugate', 'pos'),
('subjugation', 'pos'),
('submissive', 'pos'),
('subordinate', 'pos'),
('subpoena', 'pos'),
('subpoenas', 'pos'),
('subservience', 'pos'),
('subservient', 'pos'),
('substandard', 'pos'),
('subtract', 'pos'),
('subversion', 'pos'),
('subversive', 'pos'),
('subversively', 'pos'),
('subvert', 'pos'),
('succumb', 'pos'),
('suck', 'pos'),
('sucked', 'pos'),
('sucker', 'pos'),
('sucks', 'pos'),
('sucky', 'pos'),
('sue', 'pos'),
('sued', 'pos'),
('sueing', 'pos'),
('sues', 'pos'),
('suffer', 'pos'),
('suffered', 'pos'),
('sufferer', 'pos'),
('sufferers', 'pos'),
('suffering', 'pos'),
('suffers', 'pos'),
('suffocate', 'pos'),
('sugar-coat', 'pos'),
('sugar-coated', 'pos'),
('sugarcoated', 'pos'),
('suicidal', 'pos'),
('suicide', 'pos'),
('sulk', 'pos'),
('sullen', 'pos'),
('sully', 'pos'),
('sunder', 'pos'),
('sunk', 'pos'),
('sunken', 'pos'),
('superficial', 'pos'),
('superficiality', 'pos'),
('superficially', 'pos'),
('superfluous', 'pos'),
('superstition', 'pos'),
('superstitious', 'pos'),
('suppress', 'pos'),
('suppression', 'pos'),
('surrender', 'pos'),
('susceptible', 'pos'),
('suspect', 'pos'),
('suspicion', 'pos'),
('suspicions', 'pos'),
('suspicious', 'pos'),
('suspiciously', 'pos'),
('swagger', 'pos'),
('swamped', 'pos'),
('sweaty', 'pos'),
('swelled', 'pos'),
('swelling', 'pos'),
('swindle', 'pos'),
('swipe', 'pos'),
('swollen', 'pos'),
('symptom', 'pos'),
('symptoms', 'pos'),
('syndrome', 'pos'),
('taboo', 'pos'),
('tacky', 'pos'),
('taint', 'pos'),
('tainted', 'pos'),
('tamper', 'pos'),
('tangle', 'pos'),
('tangled', 'pos'),
('tangles', 'pos'),
('tank', 'pos'),
('tanked', 'pos'),
('tanks', 'pos'),
('tantrum', 'pos'),
('tardy', 'pos'),
('tarnish', 'pos'),
('tarnished', 'pos'),
('tarnishes', 'pos'),
('tarnishing', 'pos'),
('tattered', 'pos'),
('taunt', 'pos'),
('taunting', 'pos'),
('tauntingly', 'pos'),
('taunts', 'pos'),
('taut', 'pos'),
('tawdry', 'pos'),
('taxing', 'pos'),
('tease', 'pos'),
('teasingly', 'pos'),
('tedious', 'pos'),
('tediously', 'pos'),
('temerity', 'pos'),
('temper', 'pos'),
('tempest', 'pos'),
('temptation', 'pos'),
('tenderness', 'pos'),
('tense', 'pos'),
('tension', 'pos'),
('tentative', 'pos'),
('tentatively', 'pos'),
('tenuous', 'pos'),
('tenuously', 'pos'),
('tepid', 'pos'),
('terrible', 'pos'),
('terribleness', 'pos'),
('terribly', 'pos'),
('terror', 'pos'),
('terror-genic', 'pos'),
('terrorism', 'pos'),
('terrorize', 'pos'),
('testily', 'pos'),
('testy', 'pos'),
('tetchily', 'pos'),
('tetchy', 'pos'),
('thankless', 'pos'),
('thicker', 'pos'),
('thirst', 'pos'),
('thorny', 'pos'),
('thoughtless', 'pos'),
('thoughtlessly', 'pos'),
('thoughtlessness', 'pos'),
('thrash', 'pos'),
('threat', 'pos'),
('threaten', 'pos'),
('threatening', 'pos'),
('threats', 'pos'),
('threesome', 'pos'),
('throb', 'pos'),
('throbbed', 'pos'),
('throbbing', 'pos'),
('throbs', 'pos'),
('throttle', 'pos'),
('thug', 'pos'),
('thumb-down', 'pos'),
('thumbs-down', 'pos'),
('thwart', 'pos'),
('time-consuming', 'pos'),
('timid', 'pos'),
('timidity', 'pos'),
('timidly', 'pos'),
('timidness', 'pos'),
('tin-y', 'pos'),
('tingled', 'pos'),
('tingling', 'pos'),
('tired', 'pos'),
('tiresome', 'pos'),
('tiring', 'pos'),
('tiringly', 'pos'),
('toil', 'pos'),
('toll', 'pos'),
('top-heavy', 'pos'),
('topple', 'pos'),
('torment', 'pos'),
('tormented', 'pos'),
('torrent', 'pos'),
('tortuous', 'pos'),
('torture', 'pos'),
('tortured', 'pos'),
('tortures', 'pos'),
('torturing', 'pos'),
('torturous', 'pos'),
('torturously', 'pos'),
('totalitarian', 'pos'),
('touchy', 'pos'),
('toughness', 'pos'),
('tout', 'pos'),
('touted', 'pos'),
('touts', 'pos'),
('toxic', 'pos'),
('traduce', 'pos'),
('tragedy', 'pos'),
('tragic', 'pos'),
('tragically', 'pos'),
('traitor', 'pos'),
('traitorous', 'pos'),
('traitorously', 'pos'),
('tramp', 'pos'),
('trample', 'pos'),
('transgress', 'pos'),
('transgression', 'pos'),
('trap', 'pos'),
('traped', 'pos'),
('trapped', 'pos'),
('trash', 'pos'),
('trashed', 'pos'),
('trashy', 'pos'),
('trauma', 'pos'),
('traumatic', 'pos'),
('traumatically', 'pos'),
('traumatize', 'pos'),
('traumatized', 'pos'),
('travesties', 'pos'),
('travesty', 'pos'),
('treacherous', 'pos'),
('treacherously', 'pos'),
('treachery', 'pos'),
('treason', 'pos'),
('treasonous', 'pos'),
('trick', 'pos'),
('tricked', 'pos'),
('trickery', 'pos'),
('tricky', 'pos'),
('trivial', 'pos'),
('trivialize', 'pos'),
('trouble', 'pos'),
('troubled', 'pos'),
('troublemaker', 'pos'),
('troubles', 'pos'),
('troublesome', 'pos'),
('troublesomely', 'pos'),
('troubling', 'pos'),
('troublingly', 'pos'),
('truant', 'pos'),
('tumble', 'pos'),
('tumbled', 'pos'),
('tumbles', 'pos'),
('tumultuous', 'pos'),
('turbulent', 'pos'),
('turmoil', 'pos'),
('twist', 'pos'),
('twisted', 'pos'),
('twists', 'pos'),
('two-faced', 'pos'),
('two-faces', 'pos'),
('tyrannical', 'pos'),
('tyrannically', 'pos'),
('tyranny', 'pos'),
('tyrant', 'pos'),
('ugh', 'pos'),
('uglier', 'pos'),
('ugliest', 'pos'),
('ugliness', 'pos'),
('ugly', 'pos'),
('ulterior', 'pos'),
('ultimatum', 'pos'),
('ultimatums', 'pos'),
('ultra-hardline', 'pos'),
('un-viewable', 'pos'),
('unable', 'pos'),
('unacceptable', 'pos'),
('unacceptablely', 'pos'),
('unacceptably', 'pos'),
('unaccessible', 'pos'),
('unaccustomed', 'pos'),
('unachievable', 'pos'),
('unaffordable', 'pos'),
('unappealing', 'pos'),
('unattractive', 'pos'),
('unauthentic', 'pos'),
('unavailable', 'pos'),
('unavoidably', 'pos'),
('unbearable', 'pos'),
('unbearablely', 'pos'),
('unbelievable', 'pos'),
('unbelievably', 'pos'),
('uncaring', 'pos'),
('uncertain', 'pos'),
('uncivil', 'pos'),
('uncivilized', 'pos'),
('unclean', 'pos'),
('unclear', 'pos'),
('uncollectible', 'pos'),
('uncomfortable', 'pos'),
('uncomfortably', 'pos'),
('uncomfy', 'pos'),
('uncompetitive', 'pos'),
('uncompromising', 'pos'),
('uncompromisingly', 'pos'),
('unconfirmed', 'pos'),
('unconstitutional', 'pos'),
('uncontrolled', 'pos'),
('unconvincing', 'pos'),
('unconvincingly', 'pos'),
('uncooperative', 'pos'),
('uncouth', 'pos'),
('uncreative', 'pos'),
('undecided', 'pos'),
('undefined', 'pos'),
('undependability', 'pos'),
('undependable', 'pos'),
('undercut', 'pos'),
('undercuts', 'pos'),
('undercutting', 'pos'),
('underdog', 'pos'),
('underestimate', 'pos'),
('underlings', 'pos'),
('undermine', 'pos'),
('undermined', 'pos'),
('undermines', 'pos'),
('undermining', 'pos'),
('underpaid', 'pos'),
('underpowered', 'pos'),
('undersized', 'pos'),
('undesirable', 'pos'),
('undetermined', 'pos'),
('undid', 'pos'),
('undignified', 'pos'),
('undissolved', 'pos'),
('undocumented', 'pos'),
('undone', 'pos'),
('undue', 'pos'),
('unease', 'pos'),
('uneasily', 'pos'),
('uneasiness', 'pos'),
('uneasy', 'pos'),
('uneconomical', 'pos'),
('unemployed', 'pos'),
('unequal', 'pos'),
('unethical', 'pos'),
('uneven', 'pos'),
('uneventful', 'pos'),
('unexpected', 'pos'),
('unexpectedly', 'pos'),
('unexplained', 'pos'),
('unfairly', 'pos'),
('unfaithful', 'pos'),
('unfaithfully', 'pos'),
('unfamiliar', 'pos'),
('unfavorable', 'pos'),
('unfeeling', 'pos'),
('unfinished', 'pos'),
('unfit', 'pos'),
('unforeseen', 'pos'),
('unforgiving', 'pos'),
('unfortunate', 'pos'),
('unfortunately', 'pos'),
('unfounded', 'pos'),
('unfriendly', 'pos'),
('unfulfilled', 'pos'),
('unfunded', 'pos'),
('ungovernable', 'pos'),
('ungrateful', 'pos'),
('unhappily', 'pos'),
('unhappiness', 'pos'),
('unhappy', 'pos'),
('unhealthy', 'pos'),
('unhelpful', 'pos'),
('unilateralism', 'pos'),
('unimaginable', 'pos'),
('unimaginably', 'pos'),
('unimportant', 'pos'),
('uninformed', 'pos'),
('uninsured', 'pos'),
('unintelligible', 'pos'),
('unintelligile', 'pos'),
('unipolar', 'pos'),
('unjust', 'pos'),
('unjustifiable', 'pos'),
('unjustifiably', 'pos'),
('unjustified', 'pos'),
('unjustly', 'pos'),
('unkind', 'pos'),
('unkindly', 'pos'),
('unknown', 'pos'),
('unlamentable', 'pos'),
('unlamentably', 'pos'),
('unlawful', 'pos'),
('unlawfully', 'pos'),
('unlawfulness', 'pos'),
('unleash', 'pos'),
('unlicensed', 'pos'),
('unlikely', 'pos'),
('unlucky', 'pos'),
('unmoved', 'pos'),
('unnatural', 'pos'),
('unnaturally', 'pos'),
('unnecessary', 'pos'),
('unneeded', 'pos'),
('unnerve', 'pos'),
('unnerved', 'pos'),
('unnerving', 'pos'),
('unnervingly', 'pos'),
('unnoticed', 'pos'),
('unobserved', 'pos'),
('unorthodox', 'pos'),
